cgpa,branch,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,placed,company_type,job_role,salary_lpa
7.5,4,1,1,1,1,0,53.0,6.9,93.7,1,6,2,95.0,3,1,1,3,71.39
7.36,3,1,0,0,0,0,71.2,4.3,45.8,0,1,2,20.7,0,0,0,3,0.0
6.73,4,3,1,0,1,0,78.9,4.5,58.9,0,2,0,42.8,2,1,1,3,65.87
5.12,0,3,1,0,0,0,55.3,9.6,82.2,1,4,3,70.6,1,0,0,3,0.0
8.83,0,1,0,1,0,0,67.6,4.6,68.5,3,1,0,60.0,1,1,2,3,49.39
7.89,0,3,1,0,0,1,9.9,4.7,52.0,0,3,0,51.8,2,0,0,3,0.0
8.04,4,3,0,1,0,0,47.6,9.8,67.9,1,4,0,70.4,1,1,2,1,47.57
7.13,0,1,0,0,0,1,45.8,7.8,92.0,0,1,3,36.6,1,0,0,3,0.0
6.16,4,1,1,1,1,0,4.3,9.5,95.1,1,3,0,80.6,3,1,1,3,49.05
9.6,3,2,1,1,0,1,33.5,4.9,99.3,0,5,0,68.8,3,1,0,1,72.1
7.33,0,1,0,1,0,0,3.3,9.3,74.0,0,2,0,50.9,1,1,2,2,46.5
9.98,0,1,1,1,1,1,18.4,4.6,74.3,1,4,2,81.3,4,1,1,3,60.61
5.98,3,1,1,0,0,1,49.5,6.8,50.6,0,3,0,54.6,2,1,0,1,71.14
8.97,4,1,1,0,0,1,79.1,4.6,51.6,1,2,1,50.1,2,1,1,2,55.92
8.53,5,3,0,1,1,0,3.7,5.2,89.2,1,6,0,72.5,2,1,0,2,71.39
5.54,3,1,0,1,0,0,31.9,6.8,54.2,1,4,2,58.6,1,1,2,0,45.38
6.06,1,3,0,1,0,1,61.8,5.0,58.2,0,1,1,36.1,2,0,0,3,0.0
7.93,5,2,1,0,0,0,28.1,8.3,64.9,0,6,0,63.3,1,1,2,1,46.14
5.57,4,3,1,1,0,0,40.8,8.2,92.9,3,5,2,99.2,2,1,0,1,95.02
7.91,0,2,1,0,0,0,77.5,6.4,92.3,1,4,0,60.5,1,1,2,1,37.83
5.82,3,2,0,0,0,0,87.9,5.5,84.3,3,1,0,46.5,0,1,2,0,43.99
7.3,4,3,1,1,0,0,82.0,8.8,53.9,0,1,0,52.9,2,1,0,2,71.93
8.45,1,1,1,1,1,1,6.8,9.2,52.8,0,1,1,76.6,4,1,0,3,72.17
5.79,1,3,1,1,1,0,72.6,7.0,49.7,3,3,0,92.1,3,1,0,0,96.23
8.35,5,1,0,0,0,0,46.9,7.5,92.6,0,3,0,36.9,0,1,2,1,41.22
5.73,2,1,1,0,0,1,96.4,7.6,50.4,0,4,0,59.5,2,1,0,2,68.72
7.93,0,2,1,0,0,0,51.8,8.2,49.9,1,6,0,69.9,1,1,2,2,41.13
7.72,5,3,0,1,1,1,77.4,5.1,92.5,0,4,0,65.0,3,1,1,3,73.75
5.61,1,3,0,0,0,0,46.6,10.0,69.5,3,2,0,72.7,0,1,2,1,49.34
8.49,2,1,0,0,0,0,44.5,7.9,42.0,0,3,2,35.1,0,0,0,3,0.0
8.27,5,3,0,0,0,0,31.2,8.7,64.3,1,1,0,42.7,0,0,0,3,0.0
8.69,2,1,0,1,0,0,47.0,4.9,41.3,1,3,0,50.3,1,1,2,1,42.43
5.87,5,2,1,1,0,1,16.6,8.9,55.0,1,5,0,93.4,3,1,1,3,63.95
8.97,4,1,1,1,1,0,9.5,7.8,43.9,1,4,0,83.6,3,1,1,1,66.19
8.98,1,2,0,1,0,0,49.0,8.6,58.7,0,5,0,60.3,1,1,2,0,49.61
6.31,1,2,1,1,1,1,33.8,6.5,66.2,0,2,0,71.1,4,1,1,2,62.38
5.29,1,3,1,0,1,1,10.5,5.7,89.2,3,2,0,90.4,3,1,1,2,53.13
5.55,4,3,1,1,0,0,21.4,6.9,50.8,0,2,0,52.8,2,1,1,0,52.59
5.15,4,3,0,1,0,1,8.6,9.0,80.7,1,5,0,78.3,2,1,0,3,84.0
8.19,0,1,0,0,0,0,77.4,7.7,66.5,0,5,0,43.9,0,1,2,1,40.47
6.59,3,1,0,0,0,1,0.3,5.7,97.1,2,2,1,61.5,1,1,2,1,40.38
8.74,2,1,1,0,0,0,50.9,6.8,62.2,0,2,0,40.4,1,1,2,3,47.33
8.78,2,3,1,1,0,0,23.1,9.4,52.1,1,6,0,88.1,2,1,0,0,88.64
6.99,5,2,1,1,0,0,3.4,5.9,57.7,3,4,2,87.5,2,1,1,3,54.86
6.28,2,1,1,1,0,1,42.6,6.7,73.5,3,2,2,89.6,3,1,0,1,89.46
5.7,0,2,1,0,0,1,10.1,5.8,90.5,0,2,1,48.6,2,1,0,2,78.45
6.71,1,1,1,1,1,0,99.0,4.9,72.6,0,6,0,79.2,3,1,0,2,88.75
5.68,4,2,1,1,0,1,92.1,5.1,47.5,1,2,2,61.5,3,1,0,2,70.17
7.03,3,1,1,1,0,0,25.4,9.7,53.3,0,1,0,52.2,2,1,1,0,50.11
6.54,5,1,1,1,0,0,91.0,4.2,67.5,1,1,0,42.9,2,1,1,3,54.9
7.63,4,3,1,1,0,0,34.2,4.5,72.5,3,6,0,97.7,2,1,1,3,53.25
9.34,2,1,0,1,0,1,45.6,8.9,86.2,0,1,3,51.9,2,0,0,3,0.0
5.22,4,3,1,1,1,1,33.9,8.4,73.2,1,4,0,96.0,4,1,1,2,51.39
6.32,3,3,1,0,0,1,28.3,6.4,42.0,1,3,0,68.4,2,0,0,3,0.0
7.69,1,1,0,1,0,0,49.2,8.2,51.2,0,1,0,34.6,1,1,2,3,37.59
6.11,3,3,0,0,1,0,86.5,5.2,97.2,2,5,0,68.3,1,1,2,2,43.18
8.28,3,1,0,1,1,0,14.8,6.4,63.1,3,6,1,103.2,2,1,1,1,53.81
5.18,4,2,0,0,1,0,78.0,7.4,67.4,1,5,0,68.8,1,1,2,2,44.35
5.2,2,2,1,0,0,1,92.6,6.0,65.4,0,4,0,60.0,2,1,1,0,65.34
9.5,4,3,1,1,0,1,48.9,9.1,97.7,0,3,1,75.4,3,1,0,2,78.39
7.47,4,3,1,0,0,0,72.7,8.3,57.4,1,1,0,45.5,1,0,0,3,0.0
8.89,1,2,1,1,0,0,53.5,9.8,53.1,1,1,1,65.6,2,1,1,2,61.22
5.11,4,1,1,0,0,0,67.8,4.3,90.2,1,4,0,57.3,1,1,2,2,42.26
7.08,0,3,1,1,0,0,29.8,7.8,50.9,1,3,1,69.6,2,1,0,0,72.85
9.54,3,2,1,1,1,1,89.7,9.2,56.0,2,6,0,121.3,4,1,1,3,56.59
9.48,2,2,1,0,0,0,13.5,8.9,92.2,1,1,1,54.5,1,1,2,0,51.19
8.81,5,1,1,1,0,1,13.2,9.3,53.6,1,1,0,77.4,3,1,0,0,88.35
6.62,3,3,0,1,0,0,88.1,8.0,45.2,0,3,0,49.7,1,0,0,3,0.0
6.99,1,2,1,0,0,0,86.0,8.5,47.1,0,4,1,55.4,1,1,2,0,44.05
7.63,2,2,1,0,0,0,10.4,6.1,42.7,0,1,0,37.3,1,0,0,3,0.0
9.3,4,1,1,0,0,1,89.0,6.1,80.2,0,3,1,54.5,2,1,0,0,82.09
6.31,3,1,0,1,1,0,18.0,8.8,67.8,0,4,0,61.7,2,1,1,1,56.95
7.3,2,2,1,0,0,0,46.2,9.0,82.8,0,1,2,40.0,1,0,0,3,0.0
8.02,3,1,1,1,1,0,82.2,8.8,52.4,0,3,0,73.0,3,1,3,2,111.96
6.23,0,3,0,1,0,1,6.8,6.9,49.6,1,2,0,62.8,2,1,1,2,49.09
9.86,0,3,0,1,1,0,30.9,5.8,97.0,0,5,0,64.1,2,1,1,2,49.44
8.23,0,1,0,0,0,1,48.6,5.0,77.8,0,4,0,44.4,1,1,2,2,45.98
5.33,1,2,1,0,1,0,49.5,7.1,77.8,1,5,0,74.9,2,1,0,1,85.49
9.92,0,2,0,0,1,0,77.9,9.8,75.4,1,4,0,67.6,1,1,2,3,52.45
7.28,2,1,0,1,0,1,30.6,8.0,90.8,1,2,0,65.6,2,1,0,3,85.05
6.35,4,2,0,1,1,0,66.1,8.8,68.2,0,3,0,56.9,2,1,0,2,73.33
8.13,5,1,1,1,0,0,7.8,5.8,75.8,0,1,2,40.5,2,1,0,2,68.53
5.22,1,3,1,1,1,0,88.2,8.3,90.7,1,3,0,79.6,3,1,0,0,71.16
8.37,3,1,1,1,0,1,9.9,6.7,77.8,1,3,0,78.6,3,1,0,1,82.18
8.52,5,1,0,1,1,0,7.3,9.1,76.1,0,5,0,75.7,2,1,0,2,76.96
7.69,2,3,1,0,0,0,85.1,4.5,86.2,1,5,0,56.5,1,1,2,2,45.21
7.89,3,1,1,1,0,0,68.5,5.9,68.5,0,5,1,65.7,2,1,0,1,84.64
7.69,5,1,0,1,0,0,96.0,6.8,87.6,0,4,0,49.9,1,1,2,3,43.62
5.31,3,1,1,1,1,0,22.7,7.2,69.1,1,6,0,87.7,3,1,1,1,55.1
9.75,0,2,0,0,0,0,36.9,9.6,77.3,1,2,0,51.4,0,1,2,1,44.19
6.88,2,1,1,1,1,1,61.5,8.2,66.5,3,3,2,105.9,4,1,0,2,95.18
9.24,2,2,0,1,0,0,23.5,5.4,58.0,0,6,0,58.8,1,1,2,0,45.54
6.52,3,2,0,1,1,0,42.8,8.5,65.0,0,5,0,69.0,2,1,0,1,87.26
7.52,3,1,1,0,0,0,14.8,6.6,80.6,1,6,0,68.4,1,1,2,2,47.67
9.51,1,1,0,0,0,0,64.8,4.9,60.8,3,6,0,75.4,0,1,2,2,49.27
9.76,0,3,1,0,0,1,99.0,6.5,51.1,2,1,0,64.3,2,1,1,3,68.15
6.63,4,2,0,1,1,0,1.9,9.8,90.0,2,4,1,87.0,2,1,1,0,69.53
5.62,3,2,1,1,0,0,43.1,8.3,75.8,3,1,0,82.1,2,1,1,3,58.09
9.8,5,2,1,0,0,0,45.7,6.0,43.3,3,6,0,84.8,1,1,2,3,52.08
9.94,0,1,1,0,0,0,83.9,8.6,43.8,1,5,0,71.7,1,1,2,2,40.07
5.52,5,1,1,0,1,1,63.7,7.9,80.0,0,1,0,54.0,3,1,1,0,62.97
8.73,4,3,1,0,0,0,99.4,7.7,55.1,3,2,1,73.0,1,1,2,1,45.45
6.01,5,2,0,0,0,0,26.3,7.7,56.3,1,5,1,54.7,0,0,0,3,0.0
8.45,4,2,0,0,0,1,83.9,4.8,59.4,2,2,1,57.3,1,1,2,0,48.2
7.15,3,2,0,0,1,1,76.6,7.0,77.3,2,5,2,89.3,2,1,0,3,87.89
6.94,4,1,0,1,0,1,72.2,6.7,76.9,1,1,0,53.6,2,1,1,0,60.48
6.66,5,1,1,1,0,0,62.3,10.0,57.6,0,3,0,69.1,2,1,0,1,71.84
7.19,4,3,0,0,0,1,65.1,9.0,95.3,1,2,0,57.4,1,1,2,3,53.66
7.2,0,1,1,0,0,1,68.4,6.7,72.1,0,2,0,48.6,2,1,0,2,75.96
9.93,2,2,1,0,0,0,65.1,8.2,72.1,3,5,0,93.0,1,1,2,3,40.08
5.98,3,1,1,1,1,0,86.5,8.9,90.9,0,5,0,83.4,3,1,3,0,118.33
8.91,2,3,1,1,0,0,47.0,4.9,45.9,0,2,0,44.7,2,1,0,2,83.37
5.69,0,1,1,1,0,0,7.2,7.9,61.8,3,4,0,95.1,2,1,0,2,70.96
8.42,3,3,1,0,0,0,83.5,7.1,75.3,0,6,1,58.3,1,0,0,3,0.0
8.32,3,3,1,1,0,1,99.7,7.7,71.7,1,5,0,83.7,3,1,0,3,73.2
8.2,0,2,1,1,0,0,6.1,8.2,78.9,1,2,1,67.3,2,1,0,2,77.01
5.28,0,3,0,0,0,1,7.5,8.3,70.4,0,5,0,57.1,1,1,2,0,39.08
8.68,5,1,0,0,0,0,3.4,9.1,45.8,2,2,0,60.6,0,1,2,2,42.52
8.79,1,3,0,0,0,1,79.1,5.5,58.9,0,5,0,52.4,1,1,2,0,38.84
9.37,5,1,1,1,0,0,48.5,5.5,93.3,0,1,0,38.5,2,1,0,0,65.62
7.7,4,3,0,0,0,1,84.4,6.7,57.1,0,5,0,51.5,1,1,2,2,47.01
5.45,2,1,1,1,1,0,42.5,5.4,42.2,1,3,0,74.1,3,1,0,2,69.97
5.19,2,3,1,0,0,1,4.6,8.6,41.5,0,5,0,66.2,2,0,0,3,0.0
7.19,5,3,1,1,0,1,98.0,6.2,43.9,1,2,0,68.2,3,1,0,2,95.5
8.47,5,2,1,1,1,1,65.1,9.7,42.5,1,6,0,113.4,4,1,0,3,97.94
8.96,3,3,1,0,0,0,64.1,8.7,44.3,1,5,0,76.1,1,1,2,3,50.33
8.74,1,1,0,0,0,1,99.7,8.9,65.5,1,1,0,47.1,1,1,2,2,45.43
9.51,4,2,0,0,0,1,40.6,4.7,57.9,0,5,0,44.3,1,1,2,3,45.46
8.66,1,1,1,0,0,1,96.6,8.8,50.0,3,5,0,97.9,2,1,1,3,74.16
9.51,3,3,1,0,0,0,84.2,8.7,68.4,0,5,0,56.4,1,1,2,0,45.93
7.11,0,2,1,0,0,1,54.0,5.5,90.4,1,5,0,74.7,2,1,1,3,68.06
8.91,0,1,1,1,0,0,9.5,7.0,75.0,0,1,1,46.9,2,1,1,1,56.64
6.95,3,2,1,0,1,0,77.1,8.7,51.1,0,4,0,63.2,2,1,0,2,70.97
6.91,3,2,1,0,0,0,74.8,6.9,90.6,0,4,0,54.4,1,1,2,0,46.44
7.18,4,1,1,1,0,0,4.4,8.2,79.0,2,4,0,80.4,2,1,0,1,68.43
9.92,2,2,1,1,0,1,55.8,7.2,48.3,1,6,0,92.6,3,1,0,1,81.19
6.86,4,3,1,1,1,0,98.0,9.3,51.9,0,2,1,65.7,3,1,1,0,65.21
9.72,5,3,1,1,0,1,84.7,4.0,64.5,0,5,0,68.9,3,1,0,2,65.62
9.55,5,2,1,0,1,0,91.8,5.3,82.2,0,5,0,59.4,2,1,0,2,79.74
9.27,0,3,1,0,0,1,60.2,8.8,86.5,0,4,0,67.5,2,1,0,0,70.53
8.73,4,2,1,0,0,1,78.9,7.5,62.0,0,1,0,42.9,2,1,0,1,92.33
5.02,0,1,1,0,1,1,92.5,4.3,62.1,0,5,0,63.0,3,1,0,3,83.92
9.57,0,3,0,1,0,0,51.8,7.2,94.1,1,1,1,46.5,1,1,2,3,46.13
6.25,5,1,0,1,0,1,89.3,8.8,92.7,2,5,0,93.4,2,1,1,2,69.49
5.81,0,2,1,0,1,0,16.0,7.7,94.2,1,1,3,58.5,2,0,0,3,0.0
5.4,0,1,0,1,0,1,67.1,9.1,71.1,2,3,0,77.4,2,1,0,2,87.91
9.09,1,3,1,1,0,1,45.9,6.5,67.3,2,5,0,99.0,3,1,1,0,75.64
7.34,0,3,1,1,0,0,75.7,7.5,65.7,1,2,0,60.7,2,1,0,2,70.29
6.44,4,2,1,1,0,0,38.2,7.1,58.2,1,2,0,59.0,2,1,0,3,80.04
8.76,4,1,1,1,0,0,64.7,9.9,83.9,1,6,0,84.9,2,1,1,2,50.24
7.67,3,1,0,1,0,0,43.5,8.6,52.1,1,6,0,74.1,1,1,2,0,42.65
5.57,1,3,1,1,0,0,39.5,8.0,62.0,0,6,1,72.9,2,1,1,2,65.73
9.12,0,3,0,0,0,1,90.0,9.7,86.2,0,2,0,52.8,1,1,2,3,53.75
6.44,2,2,0,0,0,1,74.8,8.8,95.5,0,5,0,58.2,1,1,2,1,39.75
5.06,4,1,1,1,0,0,93.9,6.6,87.7,2,5,1,83.8,2,1,0,3,75.68
9.36,2,3,0,1,1,1,3.9,7.5,82.0,2,2,1,84.4,3,1,0,1,87.81
7.11,5,2,1,0,0,0,49.4,9.5,70.8,3,3,3,79.4,1,1,2,0,53.09
9.06,3,1,1,1,1,1,10.5,6.8,63.7,0,2,1,68.4,4,1,1,1,65.68
9.18,0,1,1,1,0,1,10.0,8.3,85.8,3,1,0,93.9,3,1,1,0,73.96
9.84,5,1,0,1,1,0,90.8,9.8,69.8,0,3,0,63.8,2,1,1,3,51.84
9.92,3,2,1,1,0,0,3.6,6.5,67.6,0,6,2,70.1,2,0,0,3,0.0
5.88,3,3,1,0,1,1,3.0,9.2,82.3,0,4,0,79.7,3,1,1,2,65.35
9.85,4,1,1,1,1,0,78.2,9.1,42.3,1,5,2,88.1,3,1,3,3,94.54
6.36,5,1,1,0,0,0,60.4,7.7,71.3,0,4,0,51.8,1,1,2,0,37.92
5.71,5,2,1,0,0,1,31.0,6.1,86.1,2,3,0,73.7,2,1,1,2,65.65
5.4,1,3,1,0,0,0,66.2,7.4,82.2,1,6,0,67.3,1,1,2,2,47.06
7.87,4,3,1,1,0,0,31.1,4.6,56.6,1,3,0,56.1,2,1,0,3,85.73
8.15,1,3,0,0,1,0,18.0,8.4,43.9,2,1,0,58.6,1,1,2,0,42.87
8.74,4,3,0,0,1,0,20.3,8.0,89.0,1,6,0,76.8,1,1,2,3,50.78
5.44,5,3,1,0,0,0,3.1,6.1,41.1,1,3,0,57.7,1,0,0,3,0.0
9.68,4,2,0,0,0,0,69.2,9.4,95.1,2,2,0,54.1,0,1,2,3,44.62
7.2,5,3,0,1,0,1,69.8,7.3,89.7,0,6,0,76.0,2,1,0,3,68.54
9.23,1,3,0,1,1,0,45.3,6.0,84.6,1,5,0,77.2,2,1,0,2,84.63
6.24,2,1,0,1,1,1,92.5,8.4,88.2,0,6,0,88.6,3,1,0,0,78.58
5.75,4,3,1,0,0,0,86.8,4.9,99.0,0,4,0,43.4,1,1,2,2,40.32
9.59,2,1,0,1,0,1,28.6,8.6,40.2,2,2,1,75.7,2,1,0,3,86.83
9.41,0,2,1,1,0,0,35.2,8.6,55.0,0,5,0,71.3,2,1,1,3,66.15
8.19,0,2,0,0,0,1,15.0,8.5,46.1,1,5,0,73.0,1,1,2,1,39.73
5.52,4,2,0,0,1,1,51.5,8.8,55.3,1,6,0,85.9,2,1,1,0,73.39
9.09,1,3,1,1,1,0,67.7,4.2,68.1,3,5,1,93.0,3,1,0,1,73.2
9.78,2,3,1,1,0,1,44.9,4.2,77.6,1,4,0,68.1,3,1,0,3,72.72
7.95,2,1,1,1,0,0,25.8,7.4,46.3,0,4,2,64.5,2,1,0,3,68.74
9.63,5,3,0,1,1,0,33.1,8.3,67.4,1,4,0,72.3,2,1,0,3,82.2
5.84,4,2,0,1,0,1,75.7,8.5,84.4,0,6,0,74.2,2,1,0,2,67.88
6.93,5,2,0,1,0,0,72.5,7.6,73.5,1,2,0,56.2,1,1,2,0,45.86
8.36,5,2,0,1,0,1,46.7,5.4,56.2,2,1,1,65.5,2,1,0,3,72.39
7.59,5,1,1,0,0,0,89.2,9.3,79.6,2,4,0,76.3,1,1,2,0,43.54
6.8,5,2,1,0,0,1,13.4,7.0,87.2,0,1,1,41.1,2,0,0,3,0.0
8.69,0,2,1,1,1,1,54.3,5.6,47.9,0,6,0,85.9,4,1,0,3,78.52
9.69,5,2,1,0,0,1,80.3,4.2,55.2,1,6,0,72.8,2,1,0,1,76.8
8.5,0,2,0,0,1,0,69.3,7.9,49.0,0,4,3,50.7,1,0,0,3,0.0
9.34,0,1,1,1,1,0,51.2,6.4,69.8,0,6,0,74.4,3,1,0,0,74.13
9.5,0,2,1,1,0,0,38.6,4.4,95.4,0,2,0,42.5,2,1,0,1,69.01
8.52,4,2,1,1,1,0,69.8,9.9,75.4,1,5,1,98.9,3,1,0,1,71.4
9.24,1,2,1,1,1,0,28.4,7.3,62.0,1,4,0,81.2,3,1,0,0,78.04
7.89,5,3,1,1,0,0,78.5,4.3,56.2,1,6,0,72.3,2,1,0,1,84.51
7.81,0,3,1,0,0,1,15.8,8.6,69.0,2,3,0,82.6,2,1,1,1,53.15
5.8,2,3,1,1,0,0,9.6,9.8,43.9,3,3,1,94.2,2,1,1,3,65.18
8.52,5,3,0,1,0,1,17.1,7.5,40.8,0,6,1,68.8,2,1,1,1,65.16
7.58,5,1,1,1,0,0,65.4,7.4,80.1,3,4,0,97.1,2,1,1,3,57.35
8.45,4,2,1,0,0,0,5.5,5.6,98.7,3,4,0,77.1,1,1,2,3,41.65
8.86,3,1,1,0,0,1,56.0,7.8,91.1,0,6,0,71.9,2,1,0,3,89.4
5.48,5,3,1,1,0,0,14.8,5.1,81.3,1,6,1,78.9,2,0,0,3,0.0
9.09,0,2,1,0,0,1,56.9,4.6,68.3,3,1,0,70.8,2,1,1,2,54.44
6.65,5,1,1,1,1,0,50.2,6.5,69.2,0,2,1,62.0,3,1,0,2,85.27
5.78,2,1,1,1,1,1,46.3,9.0,40.4,1,4,0,96.5,4,1,1,1,76.86
9.01,0,3,1,1,1,1,0.1,7.6,44.0,0,5,1,89.1,4,1,1,1,52.19
8.13,2,3,0,1,1,0,30.8,5.8,91.7,0,2,1,48.2,2,0,0,3,0.0
7.88,5,3,1,1,0,1,99.8,4.3,76.7,1,2,0,59.9,3,1,1,1,59.36
5.88,4,3,1,1,0,1,59.1,5.8,83.9,1,5,0,77.7,3,1,1,3,58.47
7.63,0,1,1,0,0,0,72.7,7.5,77.4,2,2,0,61.7,1,1,2,1,47.3
9.07,3,3,1,0,0,0,5.4,6.5,47.9,0,1,0,38.3,1,0,0,3,0.0
9.65,3,1,1,0,1,1,96.2,5.2,60.6,1,1,0,65.0,3,1,3,0,99.44
5.3,4,1,1,1,0,1,97.5,8.5,69.2,1,4,1,90.4,3,1,3,2,97.72
5.58,2,2,0,0,1,1,52.1,8.6,60.5,1,5,1,82.7,2,1,1,2,58.33
6.76,3,2,0,0,0,0,19.4,9.7,74.9,0,4,0,46.5,0,1,2,2,44.21
9.14,4,2,0,0,0,0,32.1,8.3,76.4,1,6,0,69.5,0,1,2,0,46.64
8.72,2,2,0,0,1,0,45.6,5.1,74.2,1,5,3,61.4,1,1,2,1,41.49
9.21,2,1,1,1,0,0,5.2,8.6,59.3,1,4,0,76.9,2,1,1,2,49.37
8.6,3,2,1,0,0,0,32.9,8.8,55.1,0,4,0,54.8,1,1,2,2,45.43
9.57,4,3,1,1,0,0,46.3,9.1,71.3,1,5,0,85.8,2,1,1,0,68.4
6.94,2,1,1,0,1,0,61.8,6.0,99.0,1,3,0,65.2,2,1,0,3,79.53
6.98,3,1,1,0,1,1,39.7,6.2,47.3,1,2,2,70.9,3,1,1,3,50.32
8.54,1,2,0,0,0,1,87.3,8.4,65.8,2,6,0,80.4,1,1,2,2,45.05
6.43,5,1,1,0,0,0,49.8,8.5,95.4,2,5,1,82.9,1,1,2,0,45.18
7.05,5,3,1,0,0,0,58.1,5.6,48.4,2,5,0,68.6,1,1,2,2,47.08
9.5,5,3,1,1,0,0,15.5,4.0,74.0,0,2,0,45.3,2,0,0,3,0.0
6.38,1,1,1,1,0,0,47.6,9.3,82.7,1,2,0,65.5,2,1,0,3,78.27
8.49,3,3,1,1,0,0,85.9,10.0,48.1,2,2,0,77.5,2,1,1,1,73.14
6.83,0,2,0,0,0,0,84.8,9.1,96.6,0,3,0,44.3,0,1,2,2,41.55
9.81,3,2,1,0,0,0,18.7,5.2,98.5,0,5,0,50.7,1,1,2,3,40.46
6.93,5,1,0,1,1,0,17.2,7.8,81.5,0,6,0,75.5,2,1,1,1,59.89
6.69,2,3,1,0,1,1,72.5,8.0,66.6,1,5,0,89.3,3,1,1,1,60.1
5.14,3,3,1,1,1,1,24.9,8.4,49.2,2,6,0,119.8,4,1,0,3,82.48
8.8,2,3,0,1,0,0,96.2,8.2,46.5,0,4,0,53.7,1,1,2,3,48.16
9.79,5,3,1,0,1,1,94.7,7.7,40.9,0,4,0,75.9,3,1,1,1,64.31
9.0,1,3,1,1,0,1,60.7,5.2,56.4,3,6,1,107.8,3,1,0,3,77.27
6.55,1,3,0,1,0,0,70.8,8.4,73.2,3,6,1,99.7,1,1,2,3,54.97
6.2,2,3,1,0,0,0,91.3,9.7,64.6,0,6,0,65.0,1,1,2,3,42.19
9.92,5,2,1,0,0,1,52.7,9.5,99.3,0,4,0,64.0,2,1,0,2,65.71
7.19,2,2,1,1,0,1,40.4,5.3,98.6,3,6,0,110.7,3,1,0,0,82.41
9.66,2,3,1,1,0,0,38.2,10.0,43.1,0,6,0,75.0,2,1,0,2,68.09
8.2,0,1,0,0,1,1,91.1,7.9,51.1,2,4,0,84.5,2,1,1,1,55.67
5.18,1,3,1,1,0,0,43.0,6.1,84.6,2,6,1,89.0,2,1,0,1,75.21
8.43,0,3,0,1,1,1,19.8,5.7,57.7,0,4,0,65.8,3,1,1,3,48.38
7.9,2,1,0,1,1,1,52.7,4.1,65.3,1,6,0,79.7,3,1,0,3,82.03
6.65,1,1,1,0,1,0,78.0,9.0,83.5,1,3,1,68.2,2,1,0,0,90.08
6.94,0,1,1,0,1,1,26.1,9.3,42.5,0,3,0,76.1,3,1,1,3,65.85
9.87,0,2,1,0,0,1,89.8,8.5,98.3,1,3,0,71.6,2,1,0,2,91.55
7.31,4,3,1,0,1,0,47.6,7.8,68.3,1,3,2,71.3,2,0,0,3,0.0
9.22,5,3,0,1,0,0,70.1,4.4,92.4,0,3,0,33.5,1,1,2,3,47.83
9.44,4,2,1,1,0,1,31.9,4.3,56.7,1,3,0,66.3,3,1,0,0,80.12
6.43,4,2,1,1,0,0,90.1,5.1,50.5,1,4,0,66.9,2,1,1,1,68.47
5.22,0,3,0,1,0,0,55.4,4.0,65.9,0,2,0,35.0,1,0,0,3,0.0
5.9,5,2,1,1,1,1,70.8,5.4,96.8,2,4,1,91.6,4,1,1,0,62.41
6.12,2,3,0,1,0,0,38.4,7.4,43.2,1,6,1,72.2,1,0,0,3,0.0
7.48,0,2,0,0,1,1,72.1,5.8,50.3,0,6,1,63.4,2,1,1,3,50.7
9.08,0,1,1,1,1,1,28.7,5.8,45.2,1,5,0,88.5,4,1,1,2,57.54
8.84,5,3,0,0,0,0,96.4,9.5,96.9,3,3,0,76.3,0,1,2,0,44.87
9.69,4,2,1,1,0,0,21.0,8.6,44.9,2,3,0,82.7,2,1,1,0,75.15
8.46,4,1,1,1,0,0,21.7,6.0,82.1,0,6,0,64.5,2,1,0,0,76.45
9.06,3,2,1,0,0,1,42.4,4.5,56.6,1,6,1,71.2,2,1,1,0,55.81
6.88,1,3,1,1,0,1,46.9,9.8,42.4,1,4,0,86.3,3,1,1,3,54.86
6.93,3,2,1,1,0,0,96.3,7.8,57.8,1,4,2,74.2,2,1,1,3,72.85
5.24,0,2,0,1,0,0,28.3,4.6,67.2,1,3,0,45.2,1,1,2,3,35.78
9.41,2,1,1,1,0,1,19.5,5.2,88.5,3,4,1,96.4,3,1,0,2,75.63
9.87,2,2,0,1,1,0,74.6,7.7,61.6,3,4,1,91.5,2,1,0,3,75.83
7.37,2,2,1,1,0,0,52.2,4.2,97.5,3,2,0,74.1,2,1,0,3,70.39
9.55,2,3,1,0,1,1,87.9,6.8,65.3,1,3,0,76.8,3,1,1,2,59.42
7.69,5,2,0,0,0,0,77.5,9.9,92.0,1,4,0,59.6,0,1,2,0,52.05
9.59,2,1,1,1,1,0,0.0,6.7,53.2,2,6,0,102.3,3,1,0,1,74.69
5.92,5,3,1,0,0,0,71.9,5.3,70.7,1,2,1,47.0,1,0,0,3,0.0
9.24,0,2,1,1,0,1,62.6,9.3,61.0,2,6,0,112.0,3,1,0,1,84.08
5.69,4,2,0,0,1,0,17.2,7.2,80.3,3,1,0,69.1,1,1,2,0,36.36
5.28,3,2,1,0,1,0,58.1,5.0,92.7,1,6,2,72.4,2,1,0,1,83.46
6.74,1,1,0,1,0,0,24.7,7.8,61.0,0,1,1,35.0,1,0,0,3,0.0
6.2,3,2,1,1,0,1,46.4,8.9,67.3,0,1,0,58.8,3,1,1,0,68.7
9.57,0,1,1,1,1,0,62.8,8.1,75.7,0,2,1,68.8,3,1,1,3,68.74
